sentence,sentiment,topic,sentence_final,sentence_segmented,len_original,len_final,len_segmented
thầy dạy hay nhiệt tình .,2,0,thầy dạy hay nhiệt tình .,thầy dạy hay nhiệt_tình .,6,6,5
"thầy rất nhiệt tình , thẳng thắn .",2,0,thầy rất nhiệt tình thẳng thắn .,thầy rất nhiệt_tình thẳng_thắn .,8,7,5
tất cả đều phải sử dụng trên phần mềm mô phỏng proteus .,0,3,tất cả đều phải sử dụng trên phần mềm mô phỏng proteus .,tất_cả đều phải sử_dụng trên phần_mềm mô_phỏng proteus .,13,13,9
"thầy dạy nhiều bài học không chỉ là bài học , rất ý nghĩa .",2,0,thầy dạy nhiều bài học không chỉ là bài học rất ý nghĩa .,thầy dạy nhiều bài_học không_chỉ là bài_học rất ý_nghĩa .,15,14,10
"dạy học sinh hỏi thì nói "" tui không biết "" .",0,0,dạy học sinh hỏi thì nói tui không biết .,dạy học_sinh hỏi thì nói tui không biết .,12,10,9
"thầy đảm bảo giờ lên lớp , nhiệt tình .",2,0,thầy đảm bảo giờ lên lớp nhiệt tình .,thầy đảm_bảo giờ lên_lớp nhiệt_tình .,10,9,6
"phòng thực hành nên bố trí hợp lý , đủ máy móc thực hành .",0,2,phòng thực hành nên bố trí hợp lý đủ máy móc thực hành .,phòng thực_hành nên bố_trí hợp_lý đủ máy_móc thực_hành .,15,14,9
bỏ tổ chức thi lý thuyết cuối kỳ vì làm đồ án mất khá nhiều thời gian .,0,1,bỏ tổ chức thi lý thuyết cuối kỳ vì làm đồ án mất khá nhiều thời gian .,bỏ tổ_chức thi lý_thuyết cuối kỳ vì làm đồ_án mất khá nhiều thời_gian .,18,18,14
thầy nói nhanh quá .,0,0,thầy nói nhanh quá .,thầy nói nhanh quá .,5,5,5
thầy dạy rất hay rất vui .,2,0,thầy dạy rất hay rất vui .,thầy dạy rất hay rất vui .,7,7,7
cách dạy của giảng viên chưa thực sự phù hợp với bản thân .,0,0,cách dạy của giảng viên chưa thực sự phù hợp với bản thân .,cách dạy của giảng_viên chưa thực_sự phù_hợp với bản_thân .,14,14,10
giáo viên rất gần gũi với học sinh .,2,0,giáo viên rất gần gũi với học sinh .,giáo_viên rất gần_gũi với học_sinh .,9,9,6
"kiến thức thu được trong từng môn học thì rời rạc , học xong sinh viên có cảm giác như cưỡi ngựa xem hoa .",0,1,kiến thức thu được trong từng môn học thì rời rạc học xong sinh viên có cảm giác như cưỡi ngựa xem hoa .,kiến_thức thu được trong từng môn_học thì rời_rạc học xong sinh_viên có cảm_giác như cưỡi ngựa xem hoa .,25,24,19
chưa tốt về mặt kiến thức .,0,0,chưa tốt về mặt kiến thức .,chưa tốt về mặt kiến_thức .,7,7,6
giảng hơi chậm .,0,0,giảng hơi chậm .,giảng hơi chậm .,4,4,4
giao đề tài không công bằng giữa các nhóm .,0,0,giao đề tài không công bằng giữa các nhóm .,giao đề_tài không công_bằng giữa các nhóm .,10,10,8
"cô tận tâm , nhiệt tình , giúp học sinh có kết quả tốt .",2,0,cô tận tâm nhiệt tình giúp học sinh có kết quả tốt .,cô tận_tâm nhiệt_tình giúp học_sinh có kết_quả tốt .,15,13,9
lớp ồn đến nỗi không muốn đi học .,0,3,lớp ồn đến nỗi không muốn đi học .,lớp ồn đến_nỗi không muốn đi học .,9,9,8
giảng viên luôn đến lớp trễ từ nửa tiếng trở lên .,0,0,giảng viên luôn đến lớp trễ từ nửa tiếng trở lên .,giảng_viên luôn đến lớp trễ từ nửa tiếng trở lên .,12,12,11
"đa phần các bạn đều không thể hoàn thành trên lớp và phải về nhà làm thêm , nhưng hình thức làm bài ở nhà thì phải trình bày trên một file word nên rất bất tiện cho giáo viên chấm bài cũng như gia tăng tỉ lệ copy bài .",0,3,đa phần các bạn đều không thể hoàn thành trên lớp và phải về nhà làm thêm nhưng hình thức làm bài ở nhà thì phải trình bày trên một file word nên rất bất tiện cho giáo viên chấm bài cũng như gia tăng tỉ lệ copy bài .,đa_phần các bạn đều không_thể hoàn_thành trên lớp và phải về nhà làm thêm nhưng hình_thức làm bài ở nhà thì phải trình_bày trên một file word nên rất bất_tiện cho giáo_viên chấm bài cũng như gia_tăng tỉ_lệ copy bài .,51,50,41
cần có thời gian hợp lý hơn khi học thực hành sau lý thuyết .,0,1,cần có thời gian hợp lý hơn khi học thực hành sau lý thuyết .,cần có thời_gian hợp_lý hơn khi học thực_hành sau lý_thuyết .,15,15,11
"cô dễ thương , dạy có tâm .",2,0,cô dễ thương dạy có tâm .,cô dễ_thương dạy có tâm .,8,7,6
vì lịch thực hành không được sắp xếp từ đầu dẫn đến trùng lịch môn học khác .,0,1,vì lịch thực hành không được sắp xếp từ đầu dẫn đến trùng lịch môn học khác .,vì lịch thực_hành không được sắp_xếp từ đầu dẫn đến trùng_lịch môn_học khác .,18,18,14
"chưa nhiều kiếm thức thêm , nâng cao ngoài cơ bản của môn học .",0,0,chưa nhiều kiếm thức thêm nâng cao ngoài cơ bản của môn học .,chưa nhiều kiếm_thức thêm nâng cao ngoài cơ_bản của môn_học .,15,14,11
cô giáo dạy nhiệt tình .,2,0,cô giáo dạy nhiệt tình .,cô_giáo dạy nhiệt_tình .,6,6,4
không hiểu bài cho lắm .,0,3,không hiểu bài cho lắm .,không hiểu bài cho lắm .,6,6,6
"chương trình học khá nặng so với sinh viên khoa khác ( seminar , bài tập về nhà , đồ án lớn , thi cuối kỳ , dot ) .",0,0,chương trình học khá nặng so với sinh viên khoa khác seminar bài tập về nhà đồ án lớn thi cuối kỳ .,chương_trình học khá nặng so với sinh_viên khoa khác seminar bài_tập về nhà đồ_án lớn thi cuối kỳ .,30,23,19
"thầy hiền , tử tế .",2,0,thầy hiền tử tế .,thầy hiền_tử_tế .,6,5,3
"bài giảng , bài tập đầy đủ , dư cho sinh viên tham khảo , ôn luyện .",2,1,bài giảng bài tập đầy đủ dư cho sinh viên tham khảo ôn luyện .,bài giảng bài_tập đầy_đủ dư cho sinh_viên tham_khảo ôn_luyện .,18,15,10
thực hành luôn đi trước lý thuyết .,0,1,thực hành luôn đi trước lý thuyết .,thực_hành luôn đi trước lý_thuyết .,8,8,6
nêu rõ các việc cần làm và chuẩn bị .,0,0,nêu rõ các việc cần làm và chuẩn bị .,nêu rõ các việc cần làm và chuẩn_bị .,10,10,9
"phong cách giảng dạy thoải mái , vui vẻ giúp sinh viên dễ tiếp thu kiến thức và ghi nhớ .",2,0,phong cách giảng dạy thoải mái vui vẻ giúp sinh viên dễ tiếp thu kiến thức và ghi nhớ .,phong_cách giảng_dạy thoải_mái vui_vẻ giúp sinh_viên dễ tiếp_thu kiến_thức và ghi_nhớ .,21,20,12
"thầy dạy lôi cuốn , cung cấp nhiều kỹ năng nghề nghiệp .",2,0,thầy dạy lôi cuốn cung cấp nhiều kỹ năng nghề nghiệp .,thầy dạy lôi_cuốn cung_cấp nhiều kỹ_năng nghề_nghiệp .,13,12,8
nhiệt tình hướng dẫn sinh viên .,2,0,nhiệt tình hướng dẫn sinh viên .,nhiệt_tình hướng_dẫn sinh_viên .,7,7,4
nhưng lớp trường lại chậm trể trong việc đưa về cho sinh viên thế nên cần phân bổ tài liệu trực tiếp cho sinh viên .,0,0,nhưng lớp trường lại chậm trể trong việc đưa về cho sinh viên thế nên cần phân bổ tài liệu trực tiếp cho sinh viên .,nhưng lớp trường lại chậm_trể trong việc đưa về cho sinh_viên thế nên cần phân_bổ tài_liệu trực_tiếp cho sinh_viên .,26,26,20
thay đổi cách giảng dạy giờ thực hành .,0,1,thay đổi cách giảng dạy giờ thực hành .,thay_đổi cách giảng_dạy giờ thực_hành .,9,9,6
"cô tận tâm , nhiệt tình với sinh viên , truyền đạt kiến thức dễ hiểu .",2,0,cô tận tâm nhiệt tình với sinh viên truyền đạt kiến thức dễ hiểu .,cô tận_tâm nhiệt_tình với sinh_viên truyền_đạt kiến_thức dễ hiểu .,17,15,10
vui vẻ hài hước .,2,0,vui vẻ hài hước .,vui_vẻ hài_hước .,5,5,3
giảng viên không có khả năng truyền đạt kiến thức cũng như cách phân bố giảng dạy cho phù hợp .,0,0,giảng viên không có khả năng truyền đạt kiến thức cũng như cách phân bố giảng dạy cho phù hợp .,giảng_viên không có khả_năng truyền_đạt kiến_thức cũng như cách phân_bố giảng_dạy cho phù_hợp .,21,21,14
"giảng viên hơi khó tính với sinh viên , giảng bài lan man gây khó hiểu cho sinh viên .",0,0,giảng viên hơi khó tính với sinh viên giảng bài lan man gây khó hiểu cho sinh viên .,giảng_viên hơi khó_tính với sinh_viên giảng bài lan_man gây khó hiểu cho sinh_viên .,20,19,14
mong có sự hỗ trợ trong thực hành .,0,0,mong có sự hỗ trợ trong thực hành .,mong có sự hỗ_trợ trong thực_hành .,9,9,7
"trường uit , cách riêng khoa truyền thông và mạng máy tính rất may mắn có được người thầy như thầy x .",2,0,trường trường đại học công nghệ thông tin cách riêng khoa truyền thông và mạng máy tính rất may mắn có được người thầy như thầy x .,trường trường đại_học công_nghệ_thông_tin cách riêng khoa truyền_thông và mạng máy_tính rất may_mắn có được người thầy như thầy x .,23,28,21
"giảng viên dạy dễ hiểu , nhiệt tình .",2,0,giảng viên dạy dễ hiểu nhiệt tình .,giảng_viên dạy dễ hiểu nhiệt_tình .,9,8,6
"cô nhiệt tình , nhưng cách trình bày của cô , nội dung cô nói khó hiểu quá !",0,0,cô nhiệt tình nhưng cách trình bày của cô nội dung cô nói khó hiểu quá,cô nhiệt_tình nhưng cách trình_bày của cô nội_dung cô nói khó hiểu quá,19,16,13
giảng bài nhiệt huyết và tận tâm .,2,0,giảng bài nhiệt huyết và tận tâm .,giảng bài nhiệt_huyết và tận_tâm .,8,8,6
cô lo sợ sinh viên sẽ không thể hiểu được nhưng thật sự thì để đỗ được đại học thì mức độ tư duy của các sinh viên đã tương đối tốt .,1,0,cô lo sợ sinh viên sẽ không thể hiểu được nhưng thật sự thì để đỗ được đại học thì mức độ tư duy của các sinh viên đã tương đối tốt .,cô lo_sợ sinh_viên sẽ không_thể hiểu được nhưng thật_sự thì để đỗ được đại_học thì mức_độ tư_duy của các sinh_viên đã tương_đối tốt .,33,33,24
giảng viên giảng dạy còn khó hiểu .,0,0,giảng viên giảng dạy còn khó hiểu .,giảng_viên giảng_dạy còn khó hiểu .,8,8,6
"bài tập cô cho dễ quá , không khuyến khích được tinh thần tự học của các bạn .",0,1,bài tập cô cho dễ quá không khuyến khích được tinh thần tự học của các bạn .,bài_tập cô cho dễ quá không khuyến_khích được tinh_thần tự học của các bạn .,19,18,15
rất hiểu tâm lý sinh viên .,2,0,rất hiểu tâm lý sinh viên .,rất hiểu tâm_lý sinh_viên .,7,7,5
làm bài tập về nhà .,1,1,làm bài tập về nhà .,làm bài_tập về nhà .,6,6,5
thầy có phương pháp giảng dạy hay .,2,0,thầy có phương pháp giảng dạy hay .,thầy có phương_pháp giảng_dạy hay .,8,8,6
cách thầy truyền đạt kiến thức rất hay và dễ hiểu .,2,0,cách thầy truyền đạt kiến thức rất hay và dễ hiểu .,cách thầy truyền_đạt kiến_thức rất hay và dễ hiểu .,12,12,10
"thầy nhiệt tình , tận tâm .",2,0,thầy nhiệt tình tận tâm .,thầy nhiệt_tình tận_tâm .,7,6,4
nội dung học cần cải thiện .,0,1,nội dung học cần cải thiện .,nội_dung học cần cải_thiện .,7,7,5
thầy wzjwz263 dạy tận tâm lắm .,2,0,thầy dạy tận tâm lắm .,thầy dạy tận_tâm lắm .,7,6,5
giảng viên giảng dạy còn kém hiệu quả khi mà ở trên thì giảng viên giảng dạy còn ở dưới thì sinh viên làm việc riêng .,0,0,giảng viên giảng dạy còn kém hiệu quả khi mà ở trên thì giảng viên giảng dạy còn ở dưới thì sinh viên làm việc riêng .,giảng_viên giảng_dạy còn kém hiệu_quả khi mà ở trên thì giảng_viên giảng_dạy còn ở dưới thì sinh_viên làm_việc riêng .,27,27,20
"nên có phương pháp thông báo đến sinh viên về lịch học trong thời gian gần buổi học , hơn nữa tránh trùng lắp với môn học khác .",0,1,nên có phương pháp thông báo đến sinh viên về lịch học trong thời gian gần buổi học hơn nữa tránh trùng lắp với môn học khác .,nên có phương_pháp thông_báo đến sinh_viên về lịch_học trong thời_gian gần buổi học hơn_nữa tránh trùng_lắp với môn_học khác .,29,28,20
sao chưa thấy đi dạy bữa nào ?,0,0,sao chưa thấy đi dạy bữa nào,sao chưa thấy đi dạy bữa nào,8,7,7
"thầy luôn dặn chúng em phải trăn trở về tương lai , phải có sự phấn đấu , hoàn thiện tốt nhất mọi công việc .",2,0,thầy luôn dặn chúng em phải trăn trở về tương lai phải có sự phấn đấu hoàn thiện tốt nhất mọi công việc .,thầy luôn dặn chúng_em phải trăn_trở về tương_lai phải có sự phấn_đấu hoàn_thiện tốt nhất mọi công_việc .,26,24,18
